#TYPE Selected.System.Diagnostics.EventLogEntry
"TimeGenerated","EntryType","Source","Message"
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:46:56 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:46:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:41:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:36:45 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:36:44 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:36:44 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:31:40 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:31:40 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:31:39 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:26:34 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:26:33 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:26:33 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:21:28 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:16:23 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:16:22 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:16:22 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:15:35 AM","Information","Outlook","The Exchange web service request GetAppManifests succeeded. "
"3/4/2021 2:11:18 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:11:17 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:06:12 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:06:11 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:06:11 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 2:01:06 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:56:01 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:56:00 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 1:54:22 AM","Information","gupdate","The description for Event ID '0' in Source 'gupdate' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Service stopped'"
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:50:55 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'Test1' with worker pool size [2]."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'Test1'."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'SchoolDB' with worker pool size [2]."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'SchoolDB'."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is started for database 'NorthWindAzure2' with worker pool size [2]."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Starting up database 'NorthWindAzure2'."
"3/4/2021 1:45:50 AM","Information","MSSQL$SQLEXPRESS","Parallel redo is shutdown for database 'Test1' with worker pool size [2]."
